county,total_subsidies_1995_2021,perc_state_total,state_abb,state
"Blount County, Tennessee",10639847,0.002,TN,Tennessee
"Marion County, Tennessee",9782299,0.002,TN,Tennessee
"Sullivan County, Tennessee",9668588,0.002,TN,Tennessee
"Jackson County, Tennessee",8515844,0.002,TN,Tennessee
"Cheatham County, Tennessee",8377769,0.001,TN,Tennessee
"Meigs County, Tennessee",8028546,0.001,TN,Tennessee
"Pickett County, Tennessee",7405422,0.001,TN,Tennessee
"Perry County, Tennessee",7220677,0.001,TN,Tennessee
"Hancock County, Tennessee",7130696,0.001,TN,Tennessee
"Johnson County, Tennessee",6682489,0.001,TN,Tennessee
"Knox County, Tennessee",5752088,0.001,TN,Tennessee
"Carter County, Tennessee",4951159,0.001,TN,Tennessee
"Morgan County, Tennessee",4914445,0.001,TN,Tennessee
"Sequatchie County, Tennessee",4541777,0.001,TN,Tennessee
"Houston County, Tennessee",4057670,0.001,TN,Tennessee
"Van Buren County, Tennessee",4048524,0.001,TN,Tennessee
"Union County, Tennessee",3877408,0.001,TN,Tennessee
"Sevier County, Tennessee",3835333,0.001,TN,Tennessee
"Hamilton County, Tennessee",3591270,0.001,TN,Tennessee
"Roane County, Tennessee",3223702,0.001,TN,Tennessee
"Lewis County, Tennessee",3018943,0.001,TN,Tennessee
"Moore County, Tennessee",2803762,0.001,TN,Tennessee
"Campbell County, Tennessee",2506562,0,TN,Tennessee
"Davidson County, Tennessee",1908354,0,TN,Tennessee
"Scott County, Tennessee",1820641,0,TN,Tennessee
"Anderson County, Tennessee",1368920,0,TN,Tennessee
"Unicoi County, Tennessee",934865,0,TN,Tennessee
"Southampton County, Virginia",289873850,0.095,VA,Virginia
"Rockingham County, Virginia",132138860,0.043,VA,Virginia
"Isle of Wight County, Virginia",131087162,0.043,VA,Virginia
"Pittsylvania County, Virginia",104176942,0.034,VA,Virginia
"Accomack County, Virginia",100373902,0.033,VA,Virginia
"Sussex County, Virginia",98565618,0.032,VA,Virginia
"Northampton County, Virginia",81206070,0.027,VA,Virginia
"Augusta County, Virginia",79997930,0.026,VA,Virginia
"Greensville County, Virginia",75581575,0.025,VA,Virginia
"Surry County, Virginia",72989924,0.024,VA,Virginia
"Halifax County, Virginia",67826254,0.022,VA,Virginia
"Essex County, Virginia",66873576,0.022,VA,Virginia
"Hanover County, Virginia",56751479,0.019,VA,Virginia
"Dinwiddie County, Virginia",56412790,0.018,VA,Virginia
"Caroline County, Virginia",55615564,0.018,VA,Virginia
"Franklin County, Virginia",54939914,0.018,VA,Virginia
"Westmoreland County, Virginia",54763152,0.018,VA,Virginia
"Mecklenburg County, Virginia",51372497,0.017,VA,Virginia
"Northumberland County, Virginia",49467789,0.016,VA,Virginia
"King William County, Virginia",47879767,0.016,VA,Virginia
"King and Queen County, Virginia",45058991,0.015,VA,Virginia
"Richmond County, Virginia",39645460,0.013,VA,Virginia
"Chesapeake City, Virginia",38347570,0.013,VA,Virginia
"Shenandoah County, Virginia",37537904,0.012,VA,Virginia
"Washington County, Virginia",37378653,0.012,VA,Virginia
"Brunswick County, Virginia",37343794,0.012,VA,Virginia
"Amelia County, Virginia",36132637,0.012,VA,Virginia
"Fauquier County, Virginia",34879784,0.011,VA,Virginia
"Culpeper County, Virginia",32469838,0.011,VA,Virginia
"Campbell County, Virginia",28522417,0.009,VA,Virginia
"Charlotte County, Virginia",28044271,0.009,VA,Virginia
"Prince George County, Virginia",27984321,0.009,VA,Virginia
"Orange County, Virginia",27943363,0.009,VA,Virginia
"Charles City County, Virginia",27416233,0.009,VA,Virginia
"Albemarle County, Virginia",27209944,0.009,VA,Virginia
"Wythe County, Virginia",25917096,0.008,VA,Virginia
"Madison County, Virginia",25910126,0.008,VA,Virginia
"Frederick County, Virginia",25185898,0.008,VA,Virginia
"Bedford County, Virginia",24894979,0.008,VA,Virginia
"Russell County, Virginia",24139798,0.008,VA,Virginia
"Smyth County, Virginia",20673878,0.007,VA,Virginia
"Lunenburg County, Virginia",20399182,0.007,VA,Virginia
"Carroll County, Virginia",20394653,0.007,VA,Virginia
"Scott County, Virginia",20005814,0.007,VA,Virginia
"Lancaster County, Virginia",19129310,0.006,VA,Virginia
"Prince Edward County, Virginia",18560037,0.006,VA,Virginia
"Middlesex County, Virginia",18336977,0.006,VA,Virginia
"Loudoun County, Virginia",18324330,0.006,VA,Virginia
"Louisa County, Virginia",17941327,0.006,VA,Virginia
"Goochland County, Virginia",17691076,0.006,VA,Virginia
"Grayson County, Virginia",17337646,0.006,VA,Virginia
"Rockbridge County, Virginia",16751127,0.005,VA,Virginia
"Patrick County, Virginia",16154748,0.005,VA,Virginia
"King George County, Virginia",16054269,0.005,VA,Virginia
"Gloucester County, Virginia",15840189,0.005,VA,Virginia
"Nottoway County, Virginia",14856251,0.005,VA,Virginia
"New Kent County, Virginia",14674874,0.005,VA,Virginia
"Lee County, Virginia",14429692,0.005,VA,Virginia
"Page County, Virginia",13878954,0.005,VA,Virginia
"Botetourt County, Virginia",13330500,0.004,VA,Virginia
"Clarke County, Virginia",11723911,0.004,VA,Virginia
"Nelson County, Virginia",11525952,0.004,VA,Virginia
"Montgomery County, Virginia",11353011,0.004,VA,Virginia
"Cumberland County, Virginia",11313967,0.004,VA,Virginia
"Spotsylvania County, Virginia",11109533,0.004,VA,Virginia
"Henrico County, Virginia",11057552,0.004,VA,Virginia
"Buckingham County, Virginia",10007746,0.003,VA,Virginia
"Appomattox County, Virginia",9307869,0.003,VA,Virginia
"Floyd County, Virginia",9231954,0.003,VA,Virginia
"Pulaski County, Virginia",8919619,0.003,VA,Virginia
"Tazewell County, Virginia",8100343,0.003,VA,Virginia
"Prince William County, Virginia",7416890,0.002,VA,Virginia
"Powhatan County, Virginia",7343531,0.002,VA,Virginia
"Amherst County, Virginia",6396394,0.002,VA,Virginia
"Stafford County, Virginia",5607165,0.002,VA,Virginia
"Rappahannock County, Virginia",5451244,0.002,VA,Virginia
"Bland County, Virginia",5305579,0.002,VA,Virginia
"Fluvanna County, Virginia",5198163,0.002,VA,Virginia
"Henry County, Virginia",5018217,0.002,VA,Virginia
"Highland County, Virginia",5009877,0.002,VA,Virginia
"James City County, Virginia",4864233,0.002,VA,Virginia
"Greene County, Virginia",4780933,0.002,VA,Virginia
"Chesterfield County, Virginia",4196833,0.001,VA,Virginia
"Bath County, Virginia",2975172,0.001,VA,Virginia
"Mathews County, Virginia",2923033,0.001,VA,Virginia
"Craig County, Virginia",2601814,0.001,VA,Virginia
"Alleghany County, Virginia",2258591,0.001,VA,Virginia
"Giles County, Virginia",1868597,0.001,VA,Virginia
"Warren County, Virginia",1432535,0,VA,Virginia
"Wise County, Virginia",1134662,0,VA,Virginia
"Roanoke County, Virginia",1119791,0,VA,Virginia
"Buchanan County, Virginia",753534,0,VA,Virginia
"Dickenson County, Virginia",608578,0,VA,Virginia
"York County, Virginia",54949,0,VA,Virginia
"Fairfax County, Virginia",33420,0,VA,Virginia
"Hampton City, Virginia",20863,0,VA,Virginia
"Whitman County, Washington",1095974781,0.147,WA,Washington
"Grant County, Washington",755537516,0.101,WA,Washington
"Lincoln County, Washington",724646032,0.097,WA,Washington
"Adams County, Washington",667283066,0.089,WA,Washington
"Walla Walla County, Washington",601327008,0.081,WA,Washington
"Yakima County, Washington",585522766,0.078,WA,Washington
"Douglas County, Washington",494736164,0.066,WA,Washington
"Franklin County, Washington",443626717,0.059,WA,Washington
"Benton County, Washington",374279724,0.05,WA,Washington
"Spokane County, Washington",252721955,0.034,WA,Washington
"Columbia County, Washington",226907544,0.03,WA,Washington
"Okanogan County, Washington",205239115,0.027,WA,Washington
"Garfield County, Washington",204687188,0.027,WA,Washington
"Klickitat County, Washington",176852201,0.024,WA,Washington
"Whatcom County, Washington",140762750,0.019,WA,Washington
"Chelan County, Washington",113221364,0.015,WA,Washington
"Asotin County, Washington",86793814,0.012,WA,Washington
"Skagit County, Washington",71326395,0.01,WA,Washington
"Snohomish County, Washington",48839809,0.007,WA,Washington
"Kittitas County, Washington",29328968,0.004,WA,Washington
"Lewis County, Washington",27558645,0.004,WA,Washington
"Stevens County, Washington",26471044,0.004,WA,Washington
"King County, Washington",19040205,0.003,WA,Washington
"Pacific County, Washington",11758428,0.002,WA,Washington
"Thurston County, Washington",10683685,0.001,WA,Washington
"Pierce County, Washington",10666679,0.001,WA,Washington
"Grays Harbor County, Washington",9106285,0.001,WA,Washington
"Clark County, Washington",8710098,0.001,WA,Washington
"Ferry County, Washington",8682910,0.001,WA,Washington
"Island County, Washington",5803867,0.001,WA,Washington
"Clallam County, Washington",4255923,0.001,WA,Washington
"Cowlitz County, Washington",3626725,0,WA,Washington
"Jefferson County, Washington",3601000,0,WA,Washington
"Wahkiakum County, Washington",3374520,0,WA,Washington
"Mason County, Washington",3329530,0,WA,Washington
"Kitsap County, Washington",2243378,0,WA,Washington
"Pend Oreille County, Washington",1799712,0,WA,Washington
"San Juan County, Washington",1324053,0,WA,Washington
"Skamania County, Washington",326840,0,WA,Washington
"Dane County, Wisconsin",605987567,0.052,WI,Wisconsin
"Grant County, Wisconsin",535040541,0.046,WI,Wisconsin
"Lafayette County, Wisconsin",444856364,0.038,WI,Wisconsin
"Rock County, Wisconsin",440474548,0.038,WI,Wisconsin
"Dodge County, Wisconsin",382791327,0.033,WI,Wisconsin
"Green County, Wisconsin",334832189,0.029,WI,Wisconsin
"Fond Du Lac County, Wisconsin",326955927,0.028,WI,Wisconsin
"Marathon County, Wisconsin",326670432,0.028,WI,Wisconsin
"Iowa County, Wisconsin",309733863,0.027,WI,Wisconsin
"Columbia County, Wisconsin",299206770,0.026,WI,Wisconsin
"Outagamie County, Wisconsin",283922511,0.024,WI,Wisconsin
"Saint Croix County, Wisconsin",279798648,0.024,WI,Wisconsin
"Dunn County, Wisconsin",270797708,0.023,WI,Wisconsin
"Walworth County, Wisconsin",270128502,0.023,WI,Wisconsin
"Chippewa County, Wisconsin",257514304,0.022,WI,Wisconsin
"Manitowoc County, Wisconsin",247212638,0.021,WI,Wisconsin
"Barron County, Wisconsin",233707089,0.02,WI,Wisconsin
"Clark County, Wisconsin",233321397,0.02,WI,Wisconsin
"Trempealeau County, Wisconsin",233275820,0.02,WI,Wisconsin
"Sauk County, Wisconsin",231821870,0.02,WI,Wisconsin
"Jefferson County, Wisconsin",230444272,0.02,WI,Wisconsin
"Shawano County, Wisconsin",229717700,0.02,WI,Wisconsin
"Brown County, Wisconsin",216218958,0.019,WI,Wisconsin
"Pierce County, Wisconsin",214661993,0.018,WI,Wisconsin
"Polk County, Wisconsin",182378846,0.016,WI,Wisconsin
"Oconto County, Wisconsin",175658120,0.015,WI,Wisconsin
"Waupaca County, Wisconsin",173528075,0.015,WI,Wisconsin
"Monroe County, Wisconsin",167860711,0.014,WI,Wisconsin
"Buffalo County, Wisconsin",166716751,0.014,WI,Wisconsin
"Kewaunee County, Wisconsin",166685766,0.014,WI,Wisconsin
"Sheboygan County, Wisconsin",163114696,0.014,WI,Wisconsin
"Vernon County, Wisconsin",162113936,0.014,WI,Wisconsin
"Winnebago County, Wisconsin",162026688,0.014,WI,Wisconsin
"Portage County, Wisconsin",150169528,0.013,WI,Wisconsin
"Calumet County, Wisconsin",147935076,0.013,WI,Wisconsin
"Jackson County, Wisconsin",137708435,0.012,WI,Wisconsin
"Wood County, Wisconsin",135798516,0.012,WI,Wisconsin
"Juneau County, Wisconsin",129510450,0.011,WI,Wisconsin
"Eau Claire County, Wisconsin",128799650,0.011,WI,Wisconsin
"Richland County, Wisconsin",127139335,0.011,WI,Wisconsin
"Taylor County, Wisconsin",126117993,0.011,WI,Wisconsin
"Racine County, Wisconsin",125917577,0.011,WI,Wisconsin
"Green Lake County, Wisconsin",122005610,0.01,WI,Wisconsin
"Crawford County, Wisconsin",106096910,0.009,WI,Wisconsin
"Washington County, Wisconsin",104104056,0.009,WI,Wisconsin
"Door County, Wisconsin",98543166,0.008,WI,Wisconsin
"Marinette County, Wisconsin",98474230,0.008,WI,Wisconsin
"Kenosha County, Wisconsin",93102814,0.008,WI,Wisconsin
"Adams County, Wisconsin",88082542,0.008,WI,Wisconsin
"Marquette County, Wisconsin",85781812,0.007,WI,Wisconsin
"La Crosse County, Wisconsin",85228631,0.007,WI,Wisconsin
"Waushara County, Wisconsin",83676114,0.007,WI,Wisconsin
"Waukesha County, Wisconsin",83250919,0.007,WI,Wisconsin
"Pepin County, Wisconsin",82064739,0.007,WI,Wisconsin
"Rusk County, Wisconsin",60481852,0.005,WI,Wisconsin
"Ozaukee County, Wisconsin",59372110,0.005,WI,Wisconsin
"Langlade County, Wisconsin",55877580,0.005,WI,Wisconsin
"Burnett County, Wisconsin",40479494,0.003,WI,Wisconsin
"Washburn County, Wisconsin",34994012,0.003,WI,Wisconsin
"Lincoln County, Wisconsin",29310697,0.003,WI,Wisconsin
"Sawyer County, Wisconsin",21348456,0.002,WI,Wisconsin
"Price County, Wisconsin",16244554,0.001,WI,Wisconsin
"Ashland County, Wisconsin",12182285,0.001,WI,Wisconsin
"Bayfield County, Wisconsin",11617796,0.001,WI,Wisconsin
"Oneida County, Wisconsin",8442491,0.001,WI,Wisconsin
"Milwaukee County, Wisconsin",3856562,0,WI,Wisconsin
"Forest County, Wisconsin",3141572,0,WI,Wisconsin
"Douglas County, Wisconsin",2933527,0,WI,Wisconsin
"Vilas County, Wisconsin",2898495,0,WI,Wisconsin
"Iron County, Wisconsin",1772738,0,WI,Wisconsin
"Menominee County, Wisconsin",1736130,0,WI,Wisconsin
"Florence County, Wisconsin",1725842,0,WI,Wisconsin
"Poinsett County, Arkansas",908477734,0.057,AR,Arkansas
"Mississippi County, Arkansas",865412515,0.055,AR,Arkansas
"Craighead County, Arkansas",750383204,0.047,AR,Arkansas
"Arkansas County, Arkansas",718935068,0.045,AR,Arkansas
"Cross County, Arkansas",694794486,0.044,AR,Arkansas
"Jackson County, Arkansas",671623339,0.042,AR,Arkansas
"Phillips County, Arkansas",666052219,0.042,AR,Arkansas
"Clay County, Arkansas",628256788,0.04,AR,Arkansas
"Lonoke County, Arkansas",614438646,0.039,AR,Arkansas
"Jefferson County, Arkansas",575687319,0.036,AR,Arkansas
"Crittenden County, Arkansas",574464730,0.036,AR,Arkansas
"Desha County, Arkansas",554880601,0.035,AR,Arkansas
"Chicot County, Arkansas",546637193,0.034,AR,Arkansas
"Lawrence County, Arkansas",546569624,0.034,AR,Arkansas
"Greene County, Arkansas",471615794,0.03,AR,Arkansas
"Woodruff County, Arkansas",469043802,0.03,AR,Arkansas
"Lee County, Arkansas",459066872,0.029,AR,Arkansas
"Saint Francis County, Arkansas",450677973,0.028,AR,Arkansas
"Prairie County, Arkansas",443462207,0.028,AR,Arkansas
"Monroe County, Arkansas",439115900,0.028,AR,Arkansas
"Ashley County, Arkansas",351721307,0.022,AR,Arkansas
"Lincoln County, Arkansas",333727602,0.021,AR,Arkansas
"White County, Arkansas",217220266,0.014,AR,Arkansas
"Randolph County, Arkansas",212288710,0.013,AR,Arkansas
"Drew County, Arkansas",183397249,0.012,AR,Arkansas
"Miller County, Arkansas",152033886,0.01,AR,Arkansas
"Independence County, Arkansas",119487193,0.008,AR,Arkansas
"Lafayette County, Arkansas",104216911,0.007,AR,Arkansas
"Pulaski County, Arkansas",68750200,0.004,AR,Arkansas
"Little River County, Arkansas",65455162,0.004,AR,Arkansas
"Boone County, Arkansas",56269888,0.004,AR,Arkansas
"Faulkner County, Arkansas",54122113,0.003,AR,Arkansas
"Conway County, Arkansas",48346302,0.003,AR,Arkansas
"Yell County, Arkansas",40466730,0.003,AR,Arkansas
"Hempstead County, Arkansas",36782707,0.002,AR,Arkansas
"Benton County, Arkansas",35595833,0.002,AR,Arkansas
"Carroll County, Arkansas",33675971,0.002,AR,Arkansas
"Clark County, Arkansas",32849744,0.002,AR,Arkansas
"Madison County, Arkansas",31887807,0.002,AR,Arkansas
"Fulton County, Arkansas",29107172,0.002,AR,Arkansas
"Pope County, Arkansas",28530263,0.002,AR,Arkansas
"Washington County, Arkansas",27861092,0.002,AR,Arkansas
"Izard County, Arkansas",25593686,0.002,AR,Arkansas
"Logan County, Arkansas",25149856,0.002,AR,Arkansas
"Sharp County, Arkansas",24738241,0.002,AR,Arkansas
"Searcy County, Arkansas",24214752,0.002,AR,Arkansas
"Crawford County, Arkansas",23014039,0.001,AR,Arkansas
"Stone County, Arkansas",22334275,0.001,AR,Arkansas
"Perry County, Arkansas",22098456,0.001,AR,Arkansas
"Franklin County, Arkansas",20728814,0.001,AR,Arkansas
"Bradley County, Arkansas",18961693,0.001,AR,Arkansas
"Cleburne County, Arkansas",17977204,0.001,AR,Arkansas
"Marion County, Arkansas",17548290,0.001,AR,Arkansas
"Howard County, Arkansas",16357431,0.001,AR,Arkansas
"Newton County, Arkansas",14876180,0.001,AR,Arkansas
"Sevier County, Arkansas",14582080,0.001,AR,Arkansas
"Hot Spring County, Arkansas",14571729,0.001,AR,Arkansas
"Van Buren County, Arkansas",12996505,0.001,AR,Arkansas
"Polk County, Arkansas",12971470,0.001,AR,Arkansas
"Johnson County, Arkansas",12473328,0.001,AR,Arkansas
"Nevada County, Arkansas",11727123,0.001,AR,Arkansas
"Pike County, Arkansas",10909162,0.001,AR,Arkansas
"Sebastian County, Arkansas",10811430,0.001,AR,Arkansas
"Baxter County, Arkansas",10808271,0.001,AR,Arkansas
"Scott County, Arkansas",7421297,0,AR,Arkansas
"Montgomery County, Arkansas",6409059,0,AR,Arkansas
"Ouachita County, Arkansas",3544101,0,AR,Arkansas
"Columbia County, Arkansas",3524375,0,AR,Arkansas
"Dallas County, Arkansas",3125799,0,AR,Arkansas
"Cleveland County, Arkansas",3096249,0,AR,Arkansas
"Garland County, Arkansas",2389873,0,AR,Arkansas
"Saline County, Arkansas",2359077,0,AR,Arkansas
"Union County, Arkansas",2345185,0,AR,Arkansas
"Grant County, Arkansas",2040533,0,AR,Arkansas
"Calhoun County, Arkansas",2013623,0,AR,Arkansas
"Sussex County, Delaware",229036620,0.498,DE,Delaware
"Kent County, Delaware",170683577,0.371,DE,Delaware
"New Castle County, Delaware",59972837,0.13,DE,Delaware
"Bingham County, Idaho",398347192,0.079,ID,Idaho
"Cassia County, Idaho",380027606,0.076,ID,Idaho
"Power County, Idaho",379650065,0.075,ID,Idaho
"Bonneville County, Idaho",276680905,0.055,ID,Idaho
"Latah County, Idaho",237919809,0.047,ID,Idaho
"Twin Falls County, Idaho",226498357,0.045,ID,Idaho
"Nez Perce County, Idaho",218419115,0.043,ID,Idaho
"Fremont County, Idaho",191382512,0.038,ID,Idaho
"Minidoka County, Idaho",188088666,0.037,ID,Idaho
"Jefferson County, Idaho",185722686,0.037,ID,Idaho
"Caribou County, Idaho",185439225,0.037,ID,Idaho
"Canyon County, Idaho",163518959,0.032,ID,Idaho
"Lewis County, Idaho",162663456,0.032,ID,Idaho
"Idaho County, Idaho",160626194,0.032,ID,Idaho
"Jerome County, Idaho",147719750,0.029,ID,Idaho
"Madison County, Idaho",146732040,0.029,ID,Idaho
"Bannock County, Idaho",138812090,0.028,ID,Idaho
"Oneida County, Idaho",131029539,0.026,ID,Idaho
"Gooding County, Idaho",112894655,0.022,ID,Idaho
"Franklin County, Idaho",103317551,0.021,ID,Idaho
"Elmore County, Idaho",89620587,0.018,ID,Idaho
"Owyhee County, Idaho",84910746,0.017,ID,Idaho
"Benewah County, Idaho",71708246,0.014,ID,Idaho
"Bear Lake County, Idaho",66579968,0.013,ID,Idaho
"Teton County, Idaho",57481938,0.011,ID,Idaho
"Washington County, Idaho",52461248,0.01,ID,Idaho
"Payette County, Idaho",51799729,0.01,ID,Idaho
"Lincoln County, Idaho",51552168,0.01,ID,Idaho
"Ada County, Idaho",50962571,0.01,ID,Idaho
"Butte County, Idaho",49284257,0.01,ID,Idaho
"Kootenai County, Idaho",43052276,0.009,ID,Idaho
"Clark County, Idaho",38345164,0.008,ID,Idaho
"Blaine County, Idaho",36225433,0.007,ID,Idaho
"Boundary County, Idaho",30697419,0.006,ID,Idaho
"Gem County, Idaho",26014985,0.005,ID,Idaho
"Camas County, Idaho",25228481,0.005,ID,Idaho
"Clearwater County, Idaho",21961655,0.004,ID,Idaho
"Lemhi County, Idaho",19563990,0.004,ID,Idaho
"Custer County, Idaho",12717086,0.003,ID,Idaho
"Adams County, Idaho",5647718,0.001,ID,Idaho
"Bonner County, Idaho",4146739,0.001,ID,Idaho
"Valley County, Idaho",3024771,0.001,ID,Idaho
"Boise County, Idaho",1104934,0,ID,Idaho
"Kossuth County, Iowa",847823698,0.021,IA,Iowa
"Sioux County, Iowa",750139830,0.019,IA,Iowa
"Plymouth County, Iowa",631755111,0.016,IA,Iowa
"Woodbury County, Iowa",625465730,0.016,IA,Iowa
"Fayette County, Iowa",607700695,0.015,IA,Iowa
"Clinton County, Iowa",563979850,0.014,IA,Iowa
"Webster County, Iowa",544457408,0.014,IA,Iowa
"Delaware County, Iowa",542055110,0.014,IA,Iowa
"Benton County, Iowa",541379777,0.014,IA,Iowa
"Tama County, Iowa",537479477,0.014,IA,Iowa
"Crawford County, Iowa",528314283,0.013,IA,Iowa
"Clayton County, Iowa",515969859,0.013,IA,Iowa
"Washington County, Iowa",508633416,0.013,IA,Iowa
"Franklin County, Iowa",506613772,0.013,IA,Iowa
"Wright County, Iowa",506229352,0.013,IA,Iowa
"Palo Alto County, Iowa",496453951,0.013,IA,Iowa
"Winneshiek County, Iowa",493963200,0.012,IA,Iowa
"Butler County, Iowa",485237381,0.012,IA,Iowa
"Cerro Gordo County, Iowa",482526067,0.012,IA,Iowa
"Buchanan County, Iowa",480871421,0.012,IA,Iowa
"Keokuk County, Iowa",478598430,0.012,IA,Iowa
"Monona County, Iowa",476400175,0.012,IA,Iowa
"Hancock County, Iowa",475604062,0.012,IA,Iowa
"Cedar County, Iowa",475485190,0.012,IA,Iowa
"Lyon County, Iowa",473394543,0.012,IA,Iowa
"Hamilton County, Iowa",471839941,0.012,IA,Iowa
"Calhoun County, Iowa",469804673,0.012,IA,Iowa
"Pocahontas County, Iowa",468997113,0.012,IA,Iowa
"Carroll County, Iowa",463921158,0.012,IA,Iowa
"Clay County, Iowa",463128258,0.012,IA,Iowa
"O'Brien County, Iowa",462412020,0.012,IA,Iowa
"Hardin County, Iowa",461603147,0.012,IA,Iowa
"Shelby County, Iowa",458482676,0.012,IA,Iowa
"Sac County, Iowa",456030152,0.012,IA,Iowa
"Harrison County, Iowa",455126131,0.011,IA,Iowa
"Jasper County, Iowa",450171568,0.011,IA,Iowa
"Buena Vista County, Iowa",437764859,0.011,IA,Iowa
"Floyd County, Iowa",437234717,0.011,IA,Iowa
"Grundy County, Iowa",436789312,0.011,IA,Iowa
"Marshall County, Iowa",435268677,0.011,IA,Iowa
"Jones County, Iowa",434369621,0.011,IA,Iowa
"Mahaska County, Iowa",430640815,0.011,IA,Iowa
"Iowa County, Iowa",428172989,0.011,IA,Iowa
"Story County, Iowa",426189841,0.011,IA,Iowa
"Dubuque County, Iowa",424346164,0.011,IA,Iowa
"Greene County, Iowa",421971419,0.011,IA,Iowa
"Cherokee County, Iowa",416479439,0.011,IA,Iowa
"Chickasaw County, Iowa",408211386,0.01,IA,Iowa
"Linn County, Iowa",406178791,0.01,IA,Iowa
"Black Hawk County, Iowa",405345914,0.01,IA,Iowa
"Boone County, Iowa",398385293,0.01,IA,Iowa
"Howard County, Iowa",398288576,0.01,IA,Iowa
"Poweshiek County, Iowa",396582700,0.01,IA,Iowa
"Audubon County, Iowa",396466686,0.01,IA,Iowa
"Pottawattamie County, Iowa",386500663,0.01,IA,Iowa
"Cass County, Iowa",381701846,0.01,IA,Iowa
"Mitchell County, Iowa",380285813,0.01,IA,Iowa
"Guthrie County, Iowa",375383785,0.009,IA,Iowa
"Winnebago County, Iowa",365110189,0.009,IA,Iowa
"Johnson County, Iowa",363129978,0.009,IA,Iowa
"Jackson County, Iowa",361165883,0.009,IA,Iowa
"Humboldt County, Iowa",357823088,0.009,IA,Iowa
"Bremer County, Iowa",351094666,0.009,IA,Iowa
"Ida County, Iowa",347450508,0.009,IA,Iowa
"Fremont County, Iowa",343903657,0.009,IA,Iowa
"Osceola County, Iowa",340973837,0.009,IA,Iowa
"Adair County, Iowa",340495853,0.009,IA,Iowa
"Taylor County, Iowa",336209361,0.008,IA,Iowa
"Dallas County, Iowa",330690249,0.008,IA,Iowa
"Emmet County, Iowa",329476596,0.008,IA,Iowa
"Henry County, Iowa",324113167,0.008,IA,Iowa
"Page County, Iowa",323271317,0.008,IA,Iowa
"Worth County, Iowa",319048540,0.008,IA,Iowa
"Ringgold County, Iowa",315216897,0.008,IA,Iowa
"Wayne County, Iowa",307879007,0.008,IA,Iowa
"Scott County, Iowa",307816012,0.008,IA,Iowa
"Allamakee County, Iowa",307039754,0.008,IA,Iowa
"Jefferson County, Iowa",300141702,0.008,IA,Iowa
"Muscatine County, Iowa",292792034,0.007,IA,Iowa
"Marion County, Iowa",289106526,0.007,IA,Iowa
"Montgomery County, Iowa",280197303,0.007,IA,Iowa
"Louisa County, Iowa",276693493,0.007,IA,Iowa
"Mills County, Iowa",270202986,0.007,IA,Iowa
"Warren County, Iowa",268294880,0.007,IA,Iowa
"Lee County, Iowa",258686962,0.007,IA,Iowa
"Adams County, Iowa",258538043,0.007,IA,Iowa
"Madison County, Iowa",256750414,0.006,IA,Iowa
"Dickinson County, Iowa",254618878,0.006,IA,Iowa
"Davis County, Iowa",232819525,0.006,IA,Iowa
"Polk County, Iowa",228595575,0.006,IA,Iowa
"Wapello County, Iowa",226515407,0.006,IA,Iowa
"Des Moines County, Iowa",224127338,0.006,IA,Iowa
"Clarke County, Iowa",223580993,0.006,IA,Iowa
"Van Buren County, Iowa",218325094,0.006,IA,Iowa
19156,215978400,0.005,IA,Iowa
"Decatur County, Iowa",209474831,0.005,IA,Iowa
"Union County, Iowa",192335039,0.005,IA,Iowa
"Monroe County, Iowa",187611045,0.005,IA,Iowa
"Lucas County, Iowa",174450618,0.004,IA,Iowa
"Appanoose County, Iowa",165883973,0.004,IA,Iowa
"Aroostook County, Maine",156764524,0.328,ME,Maine
"Penobscot County, Maine",43189578,0.09,ME,Maine
23004,36475778,0.076,ME,Maine
"Somerset County, Maine",30399954,0.064,ME,Maine
"Washington County, Maine",25170516,0.053,ME,Maine
23002,24285526,0.051,ME,Maine
"Kennebec County, Maine",21972230,0.046,ME,Maine
"Hancock County, Maine",21925096,0.046,ME,Maine
"Knox County, Maine",17227529,0.036,ME,Maine
"Oxford County, Maine",15893764,0.033,ME,Maine
"Androscoggin County, Maine",14739128,0.031,ME,Maine
"Cumberland County, Maine",14521224,0.03,ME,Maine
"Waldo County, Maine",13386096,0.028,ME,Maine
"York County, Maine",10724248,0.022,ME,Maine
"Piscataquis County, Maine",9433291,0.02,ME,Maine
"Franklin County, Maine",9374736,0.02,ME,Maine
"Lincoln County, Maine",8616895,0.018,ME,Maine
"Sagadahoc County, Maine",3281447,0.007,ME,Maine
"Chouteau County, Montana",879819211,0.088,MT,Montana
"Hill County, Montana",705001841,0.071,MT,Montana
"Valley County, Montana",494566937,0.05,MT,Montana
"Sheridan County, Montana",454742281,0.046,MT,Montana
"Toole County, Montana",427732353,0.043,MT,Montana
"Roosevelt County, Montana",422161061,0.042,MT,Montana
"Teton County, Montana",410120284,0.041,MT,Montana
"Pondera County, Montana",407347898,0.041,MT,Montana
"Liberty County, Montana",392562145,0.039,MT,Montana
"Blaine County, Montana",377493494,0.038,MT,Montana
"Daniels County, Montana",353632907,0.035,MT,Montana
"Glacier County, Montana",325035790,0.033,MT,Montana
"Fergus County, Montana",317208237,0.032,MT,Montana
"McCone County, Montana",311486598,0.031,MT,Montana
"Phillips County, Montana",307485627,0.031,MT,Montana
